img_pair,is_related,is_related_0,is_related_1,is_related_2,is_related_3,is_related_4,is_related_5,is_related_6,is_related_7,is_related_8,is_related_9,is_related_10,is_related_11,is_related_12,is_related_13,is_related_14,is_related_15,is_related_16,is_related_17,is_related_18,is_related_19
face05508.jpg-face01210.jpg,0.1365857963450253,0.03801128268241882,0.04712778702378273,0.25345391035079956,0.03935538977384567,0.3918595612049103,0.3597353398799896,0.04334355518221855,0.060459669679403305,0.19562315940856934,0.056942932307720184,0.0315411351621151,0.31601274013519287,0.07037866115570068,0.2387055605649948,0.07601241022348404,0.015172082930803299,0.056874003261327744,0.028001056984066963,0.07810398191213608,0.33500170707702637
face05750.jpg-face00898.jpg,0.8766367107629776,0.9470988512039185,0.896164059638977,0.9217130541801453,0.8571004271507263,0.8704444169998169,0.8811430931091309,0.8517082929611206,0.8842490315437317,0.8837299942970276,0.8956905007362366,0.8434333801269531,0.865013599395752,0.8674725890159607,0.882194459438324,0.8832675218582153,0.9133955240249634,0.9023094177246094,0.890892744064331,0.8494963049888611,0.7462169528007507
face05820.jpg-face03938.jpg,0.809167954325676,0.8089960813522339,0.7933382391929626,0.7751181721687317,0.8008167147636414,0.8446117639541626,0.7399187684059143,0.7453997731208801,0.8023488521575928,0.8616978526115417,0.8428153991699219,0.8033525347709656,0.8647908568382263,0.8605202436447144,0.8300133347511292,0.8765097260475159,0.8912270069122314,0.7680613398551941,0.8388820886611938,0.7344449162483215,0.7004954218864441
face02104.jpg-face01172.jpg,0.8513010650873184,0.858530580997467,0.8654409050941467,0.7915639281272888,0.8486338257789612,0.8519731163978577,0.6170235276222229,0.8556020855903625,0.9165261387825012,0.8291663527488708,0.8578545451164246,0.8351751565933228,0.8583065271377563,0.9209848046302795,0.9244399070739746,0.8526574969291687,0.906979501247406,0.8630735278129578,0.9101468920707703,0.8790732026100159,0.782869279384613
face02428.jpg-face05611.jpg,0.5943019546568393,0.4286445379257202,0.532636284828186,0.5681154727935791,0.6201063990592957,0.6020496487617493,0.5931844711303711,0.72749924659729,0.13778156042099,0.6273889541625977,0.5208597183227539,0.6801230311393738,0.24599243700504303,0.8519574403762817,0.7138597965240479,0.7294566631317139,0.6407467722892761,0.7101776599884033,0.632068395614624,0.705986499786377,0.6174041032791138
face01219.jpg-face00274.jpg,0.2511776977684349,0.026436548680067062,0.2149493247270584,0.5627581477165222,0.334025502204895,0.016334688290953636,0.9029000997543335,0.22583508491516113,0.07497824728488922,0.028976107016205788,0.27284151315689087,0.5009397268295288,0.08219728618860245,0.4032883048057556,0.006955168675631285,0.019635507836937904,0.07914452999830246,0.007257660385221243,0.22295789420604706,0.4316132962703705,0.6095293164253235
face04262.jpg-face00555.jpg,0.7753209292888641,0.7422775030136108,0.7963053584098816,0.5851771831512451,0.7486372590065002,0.8545428514480591,0.7716993689537048,0.7254329919815063,0.8174752593040466,0.7235738635063171,0.8142273426055908,0.8182095289230347,0.7592291831970215,0.808727502822876,0.869455099105835,0.862614631652832,0.8060202598571777,0.857866108417511,0.7265809774398804,0.8170994520187378,0.6012668609619141
face03697.jpg-face01892.jpg,0.519428889406845,0.01792612485587597,0.8424056172370911,0.10731495171785355,0.5959933996200562,0.9181184768676758,0.22482706606388092,0.34369799494743347,0.8268617391586304,0.7141097187995911,0.5159486532211304,0.4287102520465851,0.1858256310224533,0.6743159890174866,0.806484043598175,0.6777637600898743,0.008624696172773838,0.827501118183136,0.5785328149795532,0.66852867603302,0.4250870645046234
face03524.jpg-face00319.jpg,0.677080737054348,0.39665427803993225,0.6786032319068909,0.7584278583526611,0.7015515565872192,0.7200724482536316,0.614538848400116,0.8143524527549744,0.6562637686729431,0.4564036726951599,0.7666954398155212,0.6530388593673706,0.6638360619544983,0.6294028162956238,0.7507095336914062,0.7676244974136353,0.6700954437255859,0.6756756901741028,0.7236254811286926,0.6972817182540894,0.7467610836029053
face03410.jpg-face05368.jpg,0.02112773577682674,0.0703592523932457,0.040655963122844696,0.009554412215948105,0.005545089486986399,0.10114505141973495,0.011931274086236954,0.02416817843914032,0.04053552821278572,0.02373564802110195,0.010447487235069275,0.018794478848576546,0.0030565320048481226,0.011994029395282269,0.002850995399057865,0.0020470356103032827,0.0071264030411839485,0.01278649177402258,0.010964601300656796,0.00987189169973135,0.004984371829777956
face00292.jpg-face06004.jpg,0.3802308335900307,0.13656312227249146,0.1996573656797409,0.20770852267742157,0.47628054022789,0.3365934193134308,0.6199032068252563,0.28200405836105347,0.5635257363319397,0.597357451915741,0.27151060104370117,0.48653867840766907,0.1297944188117981,0.6733793020248413,0.43502047657966614,0.16744256019592285,0.2034321129322052,0.47259655594825745,0.27840256690979004,0.6134815812110901,0.4534243941307068
face00353.jpg-face01203.jpg,0.6691517636179924,0.6769533157348633,0.6149533987045288,0.3177613914012909,0.6903750896453857,0.7364994287490845,0.5439573526382446,0.6860570907592773,0.7093774080276489,0.7082542181015015,0.7843688726425171,0.7386177778244019,0.5125422477722168,0.766707181930542,0.7792478203773499,0.690502941608429,0.6437984108924866,0.7798868417739868,0.6911959052085876,0.6355563402175903,0.6764222383499146
face03140.jpg-face05223.jpg,0.37724080458283427,0.17884978652000427,0.4505988657474518,0.20383702218532562,0.27926525473594666,0.3207062780857086,0.47440898418426514,0.40180549025535583,0.47033652663230896,0.40857911109924316,0.42612412571907043,0.49268391728401184,0.24151694774627686,0.38367125391960144,0.2875593304634094,0.34622660279273987,0.489920437335968,0.36992374062538147,0.4720725417137146,0.3027917146682739,0.543938159942627
face02915.jpg-face03312.jpg,0.7627759516239166,0.796040952205658,0.7624466419219971,0.752411425113678,0.663425862789154,0.8161423206329346,0.5353737473487854,0.8445723652839661,0.837731122970581,0.7747439742088318,0.7716528177261353,0.777047336101532,0.8191956877708435,0.8050263524055481,0.7315927743911743,0.8524959683418274,0.6285058259963989,0.7529262900352478,0.709176242351532,0.8227278590202332,0.8022834658622742
face03012.jpg-face04103.jpg,0.1818787141237408,0.3840411901473999,0.23096169531345367,0.11892975866794586,0.08406072109937668,0.05402182787656784,0.24383555352687836,0.6304417252540588,0.11750243604183197,0.06300999969244003,0.10572204738855362,0.09019719809293747,0.03608754277229309,0.04324949160218239,0.007559784688055515,0.15592557191848755,0.08066285401582718,0.2952579855918884,0.37913843989372253,0.2335781455039978,0.2833903133869171
